Sample	Control-Sample 1	Control-Sample 2	Control-Sample 3	Control-Sample 4	Control-Sample 5	Control-Sample 6	Control-Sample 7	Control-Sample 8	Control-Sample 9	Control-Sample 10	Control-Sample 11
SLC45A4	6.963082064	7.190871072	6.992757064	7.117639388	7.354054645	7.133775041	7.056946853	7.223551634	7.557197962	7.382031316	7.516208705
SLC46A1	7.106463486	7.168060316	7.300983959	6.848898309	7.563829279	6.852498299	6.398967666	7.069444397	7.496606152	7.595921323	7.642131138
SLC46A2	7.744134179	7.817124367	8.133347746	7.904688806	7.822653678	7.539973006	8.357556403	7.969691578	7.960974988	7.958024839	7.701105424
SLC46A3	7.651223943	7.834357273	7.945753997	6.818441576	6.694643438	7.248544324	7.426767933	7.308284416	6.566609692	6.659482209	6.601785642
SLC47A1	6.458733054	6.446433247	6.376971001	7.302209364	7.044459695	6.740401426	6.425375378	6.656396259	7.26127693	7.235593045	7.666124564
SLC47A2	6.114148355	6.236542366	6.244202073	7.042688108	6.942819433	6.214204478	5.94048627	5.99272765	7.07188063	7.109935099	7.150915026
SLC48A1	7.894490392	7.879509735	8.144214661	8.22189641	8.241029774	7.787510824	7.49239	7.627220142	8.387832092	8.447773405	8.159447546
SLC4A1	5.8859428	6.091672334	5.78652318	6.473747954	6.786060479	6.045049741	6.057517423	6.012988728	6.921698148	7.120320833	6.847558521
SLC4A10	6.505219273	6.537310047	6.014388771	6.636681167	6.424099087	6.070760688	6.042974771	6.070556774	6.013935636	6.432605369	6.487116496
SLC4A11	7.568298176	7.484694023	7.608217853	8.403813062	8.37878037	7.607382102	7.359740777	7.697662633	8.239975562	8.422703953	8.449429314
SLC4A1AP	8.759378907	8.684724079	8.955925925	7.103791352	7.475587533	8.092043544	7.630602046	7.712348157	7.009548727	7.314705588	7.34399402
SLC4A2	8.240901021	8.17749927	8.234405516	8.189982654	8.315724714	8.16032526	7.903399863	8.158882298	8.511867274	8.427367324	8.520921134
SLC4A3	7.574283196	7.673605889	7.762594648	8.19158239	8.493347115	7.622637567	7.403344423	7.557019432	8.566065458	8.451779834	8.45531489
SLC4A4	7.27507225	7.284884235	6.918922852	7.708407983	7.309094313	7.061290178	6.800317529	6.859025327	7.533135023	7.21605708	7.767005863
SLC4A5	6.532846806	6.603515079	6.799890307	6.621688537	6.674474776	6.627857771	6.276344051	6.786151985	6.868155829	6.722834848	6.657625715
SLC4A7	8.167257559	7.972773057	7.971428594	6.784438547	6.715577678	8.843622748	9.040292461	8.821110668	6.999977458	6.888244002	6.588221412
SLC4A8	6.212688002	6.143336271	5.996903903	6.580492244	6.735075328	6.365867475	6.334119509	6.32342952	6.555814622	6.744618594	6.780756279
SLC4A9	6.37366387	6.519656694	6.670896973	7.649931553	7.8494614	6.718567124	6.40819555	6.509520086	7.567378121	7.677480053	7.56190652
SLC50A1	9.203237869	9.095510429	9.135875988	6.752922496	6.887610563	8.643051663	8.69131082	8.56212792	7.262837149	7.06733755	6.432668835
SLC51A	5.747336373	5.696464059	5.748528321	6.929790998	6.89122474	5.754815366	5.634450967	5.838702223	6.779509255	6.907876101	6.885720774
SLC51B	6.033757756	6.160839534	6.194528369	7.259319572	7.266008775	6.264849782	6.095040393	6.175033506	7.404698799	7.607892485	7.303817272
SLC52A1	7.340864876	7.270902649	7.293296905	8.541379317	8.913936556	7.597538623	7.245989964	7.513261753	8.747850588	8.530562401	8.759771698
SLC52A2	7.511317803	7.856643395	7.638421433	7.539290664	7.862240601	7.307027721	7.119293919	7.370661255	8.114096286	8.059160563	8.153496299
SLC52A3	6.819553233	6.659667727	6.612039861	7.843676133	7.942344422	6.960314772	6.747172537	6.957821758	7.741466986	7.905741994	8.219357317
SLC5A1	5.45992664	5.666535059	5.776048701	6.278440165	6.495100312	5.731424938	5.554475273	5.674243124	6.389575416	6.867562926	6.534424286
SLC5A10	7.020146573	6.985147455	7.0805191	7.927777962	7.923826622	7.290682426	6.96613049	7.285429963	8.024009332	8.156098249	7.929021639
SLC5A11	6.36377733	6.322391486	6.400566961	7.321504241	7.269285671	6.339231827	6.1752651	6.439415361	7.05301356	7.369893924	7.40773513
SLC5A12	6.0874883	6.142493086	6.230504696	7.997473072	7.736239556	6.329912915	6.309914666	6.272353582	7.342261384	7.657925772	7.817949362
SLC5A2	6.401306206	6.556930562	6.519019733	7.162089162	7.372630032	6.644952222	6.400438878	6.470639353	7.086783766	7.522911028	7.363574106
SLC5A3	8.407611547	8.519037188	8.421704839	7.793143107	7.394787733	8.535921127	8.321621337	8.736052879	7.377493707	7.528939874	7.71949185
SLC5A4	5.830663509	5.882836211	5.781572168	7.070131681	6.821952514	5.957171707	5.816284819	5.635368422	6.800537563	6.991397128	6.892743156
SLC5A5	6.607726815	6.388554643	6.7370783	7.071987858	7.342154692	6.765375617	6.348459062	6.57949697	7.205372962	7.442785952	7.228924484
SLC5A6	8.110389346	8.219275024	8.178739536	7.18983444	7.226364022	7.678550845	7.391192025	7.536690157	7.177588964	7.107248467	7.195505089
SLC5A7	4.996049728	5.141984487	5.1207542	6.071869907	6.049227785	5.231739594	5.100275466	5.330013343	5.681688195	5.95863855	5.929767331
SLC5A8	5.152795907	5.118193584	5.117641024	6.170704247	5.8032012	5.215045629	5.218281329	5.187522316	6.015154089	5.765524138	5.905343678
SLC5A9	5.971964231	5.800356361	5.916713093	6.884829886	6.997495653	6.284923091	5.835193955	5.991542253	6.844172206	7.167558645	7.080561736
SLC6A1	6.643234254	6.816190083	6.690947811	7.739328326	7.908122372	6.868884273	6.520093754	6.690193578	7.794116899	7.807940898	7.525920089
SLC6A10PB	7.024445688	7.004689767	7.100377486	7.743145211	8.137665753	7.114285243	7.026014991	7.078055832	8.010691482	8.216854462	8.182148634
SLC6A11	6.355633	6.563403746	6.454937517	7.318208364	7.231249986	6.515466465	6.336219108	6.343489549	7.343203485	7.38614703	7.24546714
SLC6A12	7.107604184	7.191266533	7.255972742	8.305947728	8.340335272	7.207375559	7.038688579	7.108503548	8.207980675	8.441587223	8.263752757
SLC6A13	6.19388408	6.218827656	6.329547012	7.16143425	6.963104155	6.1919633	6.222935906	6.307632528	7.297787524	7.081627234	7.199976555
SLC6A14	4.338745295	4.511031521	4.484879272	6.308246185	5.597170604	4.471493139	4.55617801	4.637297238	5.412717178	5.439303981	5.163591313
SLC6A15	5.256104877	5.156068915	5.299197026	6.553437306	6.301099228	5.314801643	5.209656109	5.253127021	6.124518386	6.292459683	6.453590008
SLC6A16	7.191898177	7.397674633	7.401400078	7.395953923	7.328791595	7.4333601	7.293002553	7.168742308	7.161776857	6.989309341	7.425031227
SLC6A17	6.231847093	6.527917958	6.379672941	6.912470235	6.84508855	6.61420334	6.437074564	6.555699606	6.986592967	6.903074433	7.133234706
SLC6A18	6.73434382	6.790224669	6.992677806	7.696007728	8.085461836	7.052035432	6.529085359	6.97929371	7.697440236	8.029088411	7.740772438
SLC6A19	6.366395659	6.465967936	6.560453595	7.465452127	7.375812717	6.88197045	6.523162023	6.774826585	7.372847652	7.697148286	7.335193813
SLC6A2	6.784569416	6.774444461	6.763889561	7.628766306	7.69791279	6.980939266	6.830939793	6.957380684	7.707662825	7.851730305	7.696432065
SLC6A20	6.572011964	6.646781892	6.410607379	7.175045486	7.396784572	6.562799548	6.188108115	6.556513718	7.307091493	7.475960354	7.597933357
SLC6A3	7.47887476	7.524878598	7.59484709	8.593936349	9.066689291	7.72867563	7.416172611	7.738504399	8.94021668	9.150816045	8.914074134
SLC6A4	6.546020863	6.758489739	6.57892664	7.109997762	7.14291372	6.544259716	6.266717215	6.616729675	7.279638437	7.30305922	7.037997125
SLC6A5	5.643224151	6.017271658	5.691419705	6.557448384	6.685295444	5.796665236	5.631241093	5.770104874	6.616762016	6.714643921	7.009459151
SLC6A6	10.08131033	10.01772709	9.829873338	7.881377079	7.879295294	9.395467729	9.577404279	9.629303793	8.329388246	8.019407253	7.84516384
SLC6A7	6.281043511	6.148159281	6.125644903	6.965311003	6.961391812	6.353901947	6.133263481	6.128563551	7.014377612	7.253469334	7.298163404
SLC6A8	8.532196158	8.326541842	8.029640609	9.417816658	9.39471777	8.494711608	8.297072165	8.410824432	8.849708465	9.034144169	9.296289909
SLC6A9	7.188766854	7.084808388	7.100851533	7.993963008	8.147454258	7.304291993	7.130210166	7.083192089	8.227259738	8.18875202	8.193752034
SLC7A1	7.781956341	7.696160782	7.703176853	7.843581923	7.472918241	8.659485777	8.155450731	8.173976886	7.553851968	7.84468066	7.761398312
SLC7A10	7.491500394	7.602446487	7.336604745	8.263757451	8.228049048	7.726844838	7.122175723	7.48632823	8.542412837	8.534003222	8.432479264
SLC7A11	5.991834727	5.633875808	5.463184299	6.104458277	6.13692961	6.148197931	6.359846176	5.776232982	6.020506646	6.047647442	6.480499412
SLC7A13	4.435188518	4.572774491	4.508517392	5.499970225	5.570975919	4.544571935	4.431776714	4.540634879	5.475425407	5.040598778	5.744379098
SLC7A14	5.539589522	5.48783761	5.508015927	6.436852779	6.201874386	5.498124532	5.322290082	5.604709495	6.51189717	6.341833812	6.67585428
SLC7A2	5.736464171	5.622201208	5.856134159	7.044481553	7.01658546	5.743369549	5.714097119	5.903939673	6.873628667	6.699024073	7.015682658
SLC7A3	5.138544184	5.556055358	5.59493067	6.184189032	6.343366957	5.920983989	5.830245181	5.701357757	6.210679136	6.4714655	6.136086774
SLC7A4	6.883486413	6.894381252	6.921638648	7.690815151	7.996287049	6.813819663	6.595787087	6.879730268	8.089212109	8.172287483	7.786067015
SLC7A5	8.598525254	8.292744945	7.941258932	7.842652052	7.631373525	8.452047632	8.150194083	8.317995905	8.139495076	7.964958827	8.181485244
SLC7A5P2	11.59763359	11.69643293	11.63613518	9.854877731	9.610105755	11.60668743	11.71346385	11.77113866	9.876550711	9.592514968	9.751671252
SLC7A6	9.560441749	9.695029886	9.942797445	7.172347496	7.418780266	9.164756114	8.9819354	9.116286772	7.448644956	7.446496108	7.331221514
SLC7A6OS	8.357547606	8.249871943	8.417223835	7.472528387	7.525191908	8.144224859	8.339907888	8.128499627	7.711749558	7.352987988	7.5016541
SLC7A7	10.4344093	10.57923107	10.4905601	7.516708584	7.301642515	9.032751056	9.660097537	9.763859691	7.671236751	7.391071702	7.368855634
SLC7A8	6.405383169	6.232722147	7.208312406	7.769903945	7.627015807	6.54022415	6.694727003	6.851811494	7.565056368	7.702248888	7.636530371
SLC7A9	6.333141035	6.285762848	6.267665006	7.185896271	7.25306271	6.29792872	6.193761889	6.312391085	7.261333353	7.031340053	7.252334284
SLC8A1	8.384939125	8.412853489	8.309303538	7.382840144	7.431998961	7.833187381	8.590433603	8.499068535	7.407590688	7.42683501	7.2913457
SLC8A2	7.317846714	7.340891573	7.318868142	7.813870956	7.738801607	7.324144535	7.035909781	7.167006605	8.212506113	7.999723833	8.149452455
SLC8A3	5.413495923	5.446984012	5.392654012	6.283468082	5.940956022	5.22359245	5.233880393	5.32269973	6.305368665	5.989733951	6.424225087
SLC8B1	8.16167106	8.440042755	8.223885868	7.220716892	7.038787331	8.37326104	8.176592056	8.49038561	7.566244355	7.70016225	7.417017029
SLC9A1	8.269706447	8.230817842	8.063211699	7.634919929	7.778083702	7.998347845	7.820734229	8.255042737	8.110284934	8.165846634	7.980350967
SLC9A2	5.68036093	5.696817339	5.731634013	6.860056485	7.041692002	5.727950397	5.747314887	5.828799115	6.776025006	6.774035872	6.839090384
SLC9A3	6.793570797	6.621109732	6.618522056	7.23350464	7.671137657	6.925951961	6.505320914	6.75090123	7.464235328	7.715865922	7.386543692
SLC9A3R1	10.69830531	10.6918133	10.55018884	9.467572946	9.805197318	9.99956318	9.886324556	9.945089703	9.772820954	9.542921583	9.542695281
SLC9A3R2	7.985864701	8.141008659	8.168752335	8.466676057	8.721324806	8.150879495	8.097068209	8.264348763	8.946719165	9.068619761	8.874065353
SLC9A4	5.741938819	5.751653847	5.776454089	7.044547124	6.822284016	5.842098871	5.668799909	5.862357159	6.679325265	7.008013963	6.699745948
SLC9A5	6.252839491	6.057110137	5.979282276	6.775853864	6.724582064	6.166496534	5.82160308	6.100117744	6.925607845	6.95115647	6.957937808
SLC9A6	9.059977107	8.973252509	8.97441459	7.834508974	7.684818738	8.640451021	8.979142202	8.656567874	7.752307046	7.498338639	7.038995785
SLC9A7	8.33836647	8.588883252	8.335515413	7.169674512	7.310394657	8.055634931	7.909485112	8.107232771	7.094605565	7.081286361	6.895108698
SLC9A8	9.016975386	8.978046867	8.893016301	7.698551882	7.637233469	9.120087508	9.117671669	9.298855316	8.00365845	7.673923835	7.79016601
SLC9A9	8.860478674	8.711618797	8.626428185	7.692845617	7.712389431	8.520202213	8.833373995	8.707473025	7.612529433	7.713152778	7.725877459
SLC9B1	6.206410941	6.377563116	6.602286175	8.257181529	7.932879173	6.314707143	6.140967317	6.464981794	7.604572038	7.252231493	7.926280331
SLC9B2	7.371602422	7.515084788	7.669083474	7.363355083	7.421787136	7.307155262	7.012278139	7.127643596	7.437111194	7.409645507	7.422653501
SLC9C1	4.831497268	4.858354058	4.941355192	6.269111714	5.835812938	4.916949503	4.884011738	4.877562675	5.465135368	5.330120936	5.714580734
SLC9C2	4.908515117	4.843833137	4.940143254	5.916567407	5.819614541	4.984962963	5.077221632	4.962821989	5.564902468	5.849513944	5.93298241
SLCO1A2	5.245313109	5.17990113	5.070964574	6.407772513	6.583919175	5.378785571	5.155061069	5.220442177	6.07846467	6.315020914	6.124847131
SLCO1B1	5.022443275	4.927265966	5.018456141	6.089786254	6.146429172	4.983554577	4.901301362	4.926668408	5.998504683	5.862183558	6.34017947
SLCO1B3	4.683039514	4.598085263	4.941589946	5.963148094	5.431632988	4.650511836	4.699229566	4.85091441	5.30270289	5.12440672	5.7583245
SLCO1B7	4.505344736	4.51630517	4.525292152	6.029097248	5.583621373	4.730634522	4.572519855	4.6671882	5.385658813	5.011034883	5.651556905
SLCO1C1	5.276139298	5.421681118	5.614898265	6.732187781	6.87740071	5.542709982	5.418466584	5.4947708	6.354194715	6.171503088	6.720155316
SLCO2A1	6.600025874	6.409019182	6.633663697	7.675618366	7.630223434	6.668431191	6.415493341	6.778957595	7.493871457	7.744154367	7.683275373
SLCO2B1	5.459834861	5.450924193	5.486299265	6.010059206	5.977096712	5.574588986	5.364870045	5.43068002	5.945902617	6.125545722	6.23155721
SLCO3A1	10.07678888	9.878172027	9.717818629	8.267137804	8.27749199	9.44259107	9.534987587	9.672709963	8.737930074	8.355218935	8.174031833
SLCO4A1	6.543760333	6.370619411	6.669083474	7.242821599	7.427472087	6.579720213	6.366038894	6.494615615	7.18118208	7.645737679	7.266186855
SLCO4A1-AS1	7.346744191	7.156285368	7.197147875	7.965790055	7.915287842	7.365622556	7.199878429	7.330764536	7.887080452	8.021091018	7.867013037
SLCO4C1	7.186658474	7.148131924	6.962326867	7.230028864	7.379105206	7.292958415	6.984972461	7.149887005	6.806820864	6.750049123	6.893687542
SLCO5A1	5.91372478	6.013361759	6.102674926	6.769613076	6.995009572	5.932760422	5.859887575	5.767832211	6.72903607	6.843720096	7.190120973
SLCO6A1	4.377172347	4.514911265	4.455491621	5.126972856	4.790792886	4.488521436	4.482622441	4.496264199	4.806133267	4.936421224	5.048890064
SLED1	8.437648053	8.453311794	7.286751802	6.925299257	7.289834465	7.342634743	8.76489149	8.564938278	7.408822232	7.288930654	7.219904204
SLFN11	9.166311237	8.67462307	8.790394115	6.947327182	6.760966058	8.823341762	9.074604443	8.845395959	7.219081375	6.745802035	6.806208039
SLFN12	6.513637597	6.690864027	6.430907452	6.858117796	6.710778888	6.419530465	6.635945887	6.346646694	6.590482259	6.648594866	6.493680955
SLFN12L	9.811215723	9.876955827	9.72965133	7.54760406	7.918636681	9.967788238	9.530814019	9.400087444	8.171497083	8.37380914	7.881817543
SLFN13	9.032555472	8.305085888	8.181679036	8.217429461	7.955551109	9.158799006	9.061989454	8.688547561	7.692496943	8.311326001	8.118821708
SLFN14	5.679620843	6.046002047	5.425046337	5.862203399	5.868879336	5.57466164	5.960775797	5.844420806	5.729487513	5.948731656	6.40109113
SLFN5	10.39299353	10.43012843	10.54214195	8.056513083	8.432596183	10.95685528	10.55717647	10.74721954	8.531607595	8.375764942	8.347240438
SLFNL1	7.078609835	6.912841445	7.106421608	8.338411043	8.554201267	7.333575796	7.062380793	7.070786444	8.260754914	8.549780818	8.341278632
SLIRP	10.06382648	10.01164658	10.16898544	7.292754146	7.319328904	9.669549463	10.35806873	10.02066054	7.880954842	7.224918146	7.413585621
SLIT1	6.676394361	6.595895968	6.430337131	7.537358197	7.383695654	6.741493952	6.477078239	6.607393939	7.511697316	7.7070968	7.58925414
SLIT2	5.549678411	5.572074133	5.837991163	7.060069007	6.730341062	5.695696004	5.624080418	5.558598265	6.467612071	6.474010895	6.858602712
SLIT3	6.361027876	6.489406456	6.467558275	7.253251852	7.057233635	6.705203835	6.252879219	6.33945098	7.128262465	7.117861242	7.149625196
SLITRK1	6.059714349	6.093456652	6.076751476	7.246008973	7.340437648	6.242213772	6.049791929	6.236232374	6.985511815	7.119574059	7.167237484
SLITRK2	5.559816047	5.6826688	5.669026766	6.256595557	6.286356302	6.061350669	5.710842242	5.663381626	6.582057657	6.790941419	6.196585407
SLITRK3	5.321177698	5.429281193	5.498493424	6.513951778	6.43489506	5.588747611	5.66724782	5.512997972	6.278806255	6.550519014	6.558120663
SLITRK4	6.260945871	6.326116645	6.238146751	6.618720257	6.615922376	5.940695329	6.182880964	6.129575648	6.544556481	6.544171602	6.293852332
SLITRK5	6.753738232	6.76205642	6.588519765	7.606257141	7.803446628	6.985785025	6.939579214	6.872348602	7.660744687	7.843292973	7.701729244
SLITRK6	4.845474997	4.928645096	4.986597518	6.077266502	6.112308133	4.835494637	5.039138394	4.91008503	5.773875041	5.597775476	5.79898366
SLK	9.145020146	9.05783743	8.853206613	6.893277258	6.781162969	9.340081528	9.707883653	9.150960708	7.26447075	7.285291238	7.178525429
SLMAP	8.224710785	8.353499735	8.19619391	7.099621331	6.613029156	8.503452099	8.805547201	8.403847138	6.999537813	6.613446197	6.754018952
SLMO1	6.905844262	6.885623169	6.952263667	7.604849706	7.534155006	7.033808403	6.88670865	7.055683731	7.698864379	7.857004358	7.784111324
SLMO2	9.514453695	9.366374675	9.338067798	7.721276951	7.886214796	8.628820975	9.127715811	8.740627417	7.682362608	7.812722827	8.425325019
SLN	6.187334256	6.025695488	6.281160384	7.505549583	7.187381768	6.181102551	6.10388365	6.323582638	7.100599269	7.126126247	7.219981623
SLPI	6.486650023	6.474659926	6.520367243	7.742969573	7.647904478	6.805988868	6.509249285	6.537448281	7.268733801	7.595980979	7.960946038
SLTM	9.624821039	9.674047462	9.468968131	7.460578761	7.341674481	9.4345907	9.772187539	9.486487124	7.403506334	6.971497571	7.298346724
SLU7	8.350218759	8.497380839	8.343758681	6.516023029	6.210986876	8.341839016	8.760410587	8.353424749	6.540661224	6.406774742	6.381345676
SLURP1	7.772532323	7.779594612	7.61834145	8.897630699	8.742639542	7.883297004	7.480160083	7.731828128	8.878654848	8.934454579	9.088740546
SLX1A	8.991587008	9.048819721	8.767575147	7.773950245	7.535459411	8.824836848	8.573546303	8.681554599	8.212367407	8.188734966	8.136927843
SLX4	7.465125571	7.531584203	7.463295486	7.745371805	8.227707387	7.504374096	7.303689435	7.336113754	8.089964172	8.01373581	7.965391818
SLX4IP	7.376924132	7.29817257	7.438284533	6.752882366	6.82811109	6.920007401	7.265943161	6.82672643	6.912338493	6.786374191	6.888901511
SMA4	10.21118259	10.12839394	10.20130304	9.346116993	9.200557809	11.09732768	11.00228059	10.76368544	9.381664072	9.089969467	8.895932693
SMAD1	7.044973267	7.311167034	7.081360934	7.306216663	7.445428759	7.348984807	7.233734704	7.647983601	7.467458828	7.398384576	7.854282462
SMAD2	8.477215903	8.431887216	8.601164851	7.046561688	6.45121326	8.121848519	8.786012369	8.183798324	6.774977058	6.46593755	6.562224835
SMAD3	9.290205509	9.276287281	9.164673161	8.066944864	8.228669604	9.200082032	8.833709207	9.402383238	8.449396297	8.341647798	7.993600776
SMAD4	9.430983533	9.529118164	9.400851692	7.273329387	7.090800514	9.299006485	9.587109916	9.542594691	6.620645055	7.020113228	6.688264299
SMAD5	8.553057094	8.420368708	8.021002155	6.843531675	6.559006856	7.2741405	7.389928129	7.432825818	6.976581307	6.811239811	6.672807181
SMAD5-AS1	5.326141818	5.304795756	5.551036065	6.44926257	6.447837034	5.764839752	5.614144432	5.724622989	6.463390315	6.532463466	6.533052459
SMAD6	6.884085024	6.853247167	6.839455765	7.311148865	7.568343783	6.866265099	6.747669358	6.989014083	7.420347653	7.809041374	7.789722732
SMAD7	8.217172542	7.850249358	7.813890191	6.915234054	6.664326388	8.002134285	7.584090609	7.624400694	7.14855793	6.731454808	7.3012401
SMAD9	5.984423016	6.054824605	6.312107866	6.875522065	7.179311989	6.358199313	6.099688651	6.233316727	6.813511863	6.914241603	7.132936649
SMAGP	7.752574666	7.633932463	7.690340265	8.219425084	8.245833137	7.728471568	7.647616718	7.41759095	8.033857947	8.151082518	8.501932698
SMAP1	9.339691921	9.224361097	9.136529786	8.291396355	8.121880551	8.895741883	9.262583493	8.748578635	8.181127404	8.323622266	8.169724613
SMAP2	11.27436068	11.34436249	11.18874337	8.704263337	9.081225101	11.43399222	11.48633225	11.89031368	9.439338476	9.030079456	8.481298942
SMARCA1	5.280277108	5.187854825	5.326163395	6.794714772	6.639970111	5.444746567	5.411649955	5.405801802	5.938636306	6.366037145	6.156710089
SMARCA2	9.19820928	9.262743208	9.256258232	7.821990768	7.767687899	9.190602515	9.31639468	9.089551115	8.242507238	7.977726403	7.943094985
SMARCA4	8.501952596	8.588384839	8.69487323	8.017582345	7.976541212	8.335591335	8.265286858	8.575864431	8.261070027	7.992235931	7.992842059
SMARCA5	9.894658634	9.918234157	9.936958829	7.793986893	7.554159049	9.635357175	9.811357031	9.463174896	7.267339156	7.4698697	7.402526071
SMARCAD1	7.71150179	7.876056438	7.709897146	6.414199817	6.285505793	7.444054109	8.010276329	7.485056445	6.319836475	6.048292867	6.226601007
SMARCAL1	7.56163163	7.568001694	7.675230211	7.297677492	7.235210078	7.648652383	7.749721967	7.502338559	7.170125362	7.110405007	7.40721677
SMARCB1	8.735498484	8.876231449	8.684264719	8.27543547	8.599845911	8.496678047	8.439382114	8.499172206	8.609459491	8.764383977	8.449920353
SMARCC1	9.625358171	9.668989549	9.643463002	7.947023205	7.917210942	9.221023949	9.505200214	9.286458421	7.784641388	7.95222289	7.769361824
SMARCC2	10.01680829	9.998816054	10.07469006	8.730616182	8.574162073	9.936742457	9.690340265	9.784068779	8.75873956	9.068098412	8.9976142
SMARCD1	9.343027999	9.276387324	9.450433908	8.246550601	8.355628596	9.055043774	9.069092574	9.038806531	8.486762634	8.617283788	8.273637104
SMARCD2	8.163996787	8.320759941	8.173921937	7.280650154	7.280529528	7.865553889	7.919214926	8.067552676	7.326690137	7.281549893	7.22969366
SMARCD3	7.988667647	7.80786364	7.980345254	7.454735224	7.780677551	7.704000442	7.824029518	8.059398544	7.557578577	7.71014519	7.791735945
SMARCE1	7.592720472	7.662630572	7.607178594	7.421132554	7.368794638	7.607437223	7.75806227	7.396075721	7.630743843	7.376922826	7.677940065
SMC1A	8.629527839	8.580194488	8.554297214	7.104074518	6.936131435	8.926636982	8.994056381	8.962696501	7.088215816	7.192243491	6.76097936
SMC1B	5.026777932	5.016536434	5.163184719	5.682562061	6.171817297	5.190816318	5.141968143	5.141379654	5.77909947	5.713638084	6.026691632
SMC2	6.64364987	6.45547025	6.557022497	6.260129186	6.243021612	6.293946108	6.610110924	6.085798539	6.088463894	6.063295842	6.246666503
SMC3	9.078425708	8.930533336	9.107504801	6.818952789	6.262162514	8.54689446	8.989593185	8.528567412	6.601240403	6.077377604	6.258347434
SMC4	8.13088455	8.021946041	7.757243315	6.175911769	6.232998369	7.498753489	7.860081323	7.45737267	6.390248077	6.022447714	6.314364813
SMC5	9.600879273	9.563611953	9.563737777	6.573248782	6.610487469	8.992618331	9.556377682	9.113033665	6.414925348	6.208349477	6.652185304
SMC6	8.070641563	8.080982702	7.854033061	6.332077736	6.170536014	7.680211818	7.88628797	7.397340924	6.080018029	5.848572868	6.236291699
SMCHD1	10.84612365	10.8190934	10.72756994	7.319468255	7.320722368	11.20471635	11.23545805	11.13474107	7.942610099	7.187235017	6.940528121
SMCO2	5.465089645	5.247240171	5.241184264	6.039759128	5.773355512	5.4886339	5.43741419	5.398104062	5.860652481	5.921455374	6.292765188
SMCO3	4.542660462	4.657434218	4.599097564	5.666682751	5.79321442	4.606163849	4.543316463	4.668056703	5.242914942	5.407366349	5.952186773
SMCO4	7.474216994	7.405720127	7.379465013	7.362548789	7.586366942	7.331436513	7.823596524	7.871424773	7.409637022	7.39945311	7.363381367
SMCP	5.707817408	5.836118542	5.830016951	7.095850596	7.161303232	5.891219879	5.490961556	5.759134524	6.771066833	7.121978949	6.898172067
SMCR5	5.887386356	5.728138203	6.058054518	6.538232397	6.388089634	6.1141671	5.948030758	5.970078273	6.415662344	6.737808423	6.638470669
SMCR8	9.195337755	9.238304416	9.804755408	7.376151442	8.242802549	8.512562707	8.63008507	8.572116589	8.211849368	8.120108249	7.855553734
SMDT1	10.28194161	10.46206255	10.41314131	7.281540621	7.760626814	9.328600884	9.569887879	9.350640891	8.564831607	7.728158616	7.828555424
SMEK1	9.672971553	9.546572325	9.618602074	7.036404425	7.084308805	9.418508328	9.711150711	9.436944686	7.561944695	7.05165487	6.991499171
SMEK2	9.642268352	9.59714937	9.598452676	6.763531086	6.981064891	9.435826501	9.606173845	9.305651386	7.002207437	6.918636681	6.781149852
SMEK3P	5.035826225	5.235118151	5.25141992	6.683584178	6.710558503	5.358150071	5.453076341	5.244202073	6.227473472	6.75450006	6.189286907
SMG1	11.48033222	11.68734757	11.56099635	10.06909104	9.659686498	11.97334954	12.01264146	12.07765826	9.826473744	9.627352246	9.836833978
SMG1P1	10.93835232	11.11995706	11.01911793	9.753918792	9.417305031	11.42941227	11.46815593	11.52267002	9.809416725	9.531407269	9.643165511
SMG5	8.378576647	8.454994252	8.352842371	7.772525725	7.872508672	8.497237114	8.458812602	8.559962081	8.112846063	7.957879784	8.109976875
SMG6	8.049015357	8.135170579	8.129988734	7.723824742	7.543016349	8.283755127	8.322631237	8.296071903	7.753544369	8.042627923	7.987417512
SMG7	9.358717126	9.288926041	9.256069485	7.434086073	7.152335551	8.945315071	9.262505978	8.966574665	7.133275813	7.683808722	7.43618683
SMG8	6.764738923	6.748622239	6.906638102	6.449427663	6.102586751	6.527261172	6.581108668	6.521324044	6.344311888	6.475182184	6.250448128
SMG9	8.172892497	8.223465992	8.150447977	7.801643699	7.717278856	8.185341293	7.904688806	8.095971876	7.910151006	7.899520067	7.709580138
SMIM10	6.344564002	6.417163907	6.365444089	6.859497515	6.969208062	6.429138892	6.2437281	6.556199473	6.924456239	7.031494449	6.670925291
SMIM11	8.33315535	7.780296974	8.143633208	7.658497137	7.726749491	7.667508983	7.505660728	7.704450103	7.799029006	7.98287382	8.110973912
SMIM11P1	4.992410431	5.172271479	5.324436203	5.523358083	6.481027636	5.310838143	4.747382028	5.298211069	6.102452377	5.867765529	6.352158219
SMIM12	8.933100475	8.518295142	8.67930415	7.650979914	7.85467518	8.255774517	8.385672617	8.273940095	7.933613945	7.681132973	7.81275491
SMIM14	8.650620972	8.691945866	8.335323355	7.785511319	7.758742891	8.343207928	8.577387284	8.270683108	7.818096404	7.852710518	7.602921515
SMIM15	6.935860441	6.942373748	7.105332363	6.184573882	6.14988935	7.270977379	7.327238248	7.259197149	5.904334763	6.128563551	6.238643576
SMIM19	8.984278882	8.828117439	8.755334935	7.181589597	7.009492742	8.652368178	9.181341124	8.822542152	7.095650198	7.437252711	7.401144048
