Sample	Test-Sample 1	Test-Sample 2	Test-Sample 3	Test-Sample 4	Test-Sample 5	Test-Sample 6	Test-Sample 7	Test-Sample 8	Test-Sample 9	Test-Sample 10
FCGR3A	9.767627851	11.00071265	8.265266253	10.55868487	9.268617191	10.20041953	7.175457886	10.36499078	9.702106486	9.640147602
FCGRT	9.081816278	9.47208155	8.475060557	9.16385594	9.058787286	9.187888963	8.823430934	9.110107416	9.062275547	9.430101244
FCHO1	7.656260383	7.93515326	7.817060394	7.467051188	7.853839746	7.794240393	7.686815645	7.757103275	7.817194734	7.699870851
FCHO2	6.806066226	7.966799585	5.867555513	7.848585386	6.560890696	7.041286795	6.361898168	6.842048572	7.373778695	7.84876689
FCHSD1	8.118157238	8.25052582	8.338161418	8.002629394	8.082143718	8.418750756	7.738625992	7.972577785	8.134616271	7.843927331
FCHSD2	8.123650679	9.374052673	7.784837659	9.388482318	8.308580218	9.814699415	7.070056525	8.83591776	8.46854259	9.763011471
FCN1	10.57692833	10.74484224	9.226891406	11.11504365	10.50454095	10.98832255	7.66344425	10.3914262	10.59944798	11.1863557
FCN2	8.354751868	8.305838317	8.331105043	8.03265189	8.345179011	7.92877299	8.839216388	8.25929603	8.252145022	8.125785398
FCN3	7.467784857	7.455014808	7.458726493	6.919161284	7.642636597	7.152872957	8.439589895	7.514942816	7.310421924	6.919983574
FCRL1	7.922406006	9.20242017	7.783220901	8.688627983	8.51871216	8.972460035	8.367209417	8.476794799	8.156831415	9.185906179
FCRL2	6.775906525	6.897651874	6.602265342	6.775985514	6.782670659	6.820664035	7.154534604	6.629209429	6.654922391	7.259460816
FCRL3	7.525622597	8.172967481	7.308311723	8.508717828	7.472300924	9.065504996	7.506922418	7.740030318	7.462101411	8.071011785
FCRL4	5.609350152	5.351009878	5.577733952	5.348090749	5.707395026	5.130568504	6.407337454	5.473845345	5.416518882	5.185018118
FCRL5	6.166052585	6.895314741	6.235973997	6.156574596	6.397792696	7.160587462	6.65366197	6.490897395	6.350292144	6.326197559
FCRL6	8.385469865	9.460742564	7.833434086	10.1371961	8.379980447	10.28763159	8.312152349	8.212136426	8.610253432	8.787249608
FCRLA	6.535175823	6.957508377	6.429888745	6.789990019	6.631255647	7.408474109	7.213911028	6.469303182	6.365367096	6.762362105
FCRLB	6.768647501	6.6662169	6.709511214	6.315336172	6.970853654	6.612166694	7.261991456	6.667111542	6.610102063	6.475671831
FDCSP	5.241866872	5.105602656	5.280091477	5.188575	5.169997134	5.054622767	6.155959664	4.968353455	5.13492322	5.044612693
FDFT1	9.40383223	9.462639276	9.439828807	10.27711301	9.027695934	10.1786773	7.135965742	9.550885277	9.360614479	9.70401428
FDPS	6.621294389	6.851399255	6.902145954	7.325953004	6.805988868	7.205196991	6.956544595	6.907972211	6.740806162	6.868378105
FDPSP2	7.664963013	7.360795817	7.194356369	7.354658829	7.596152251	7.096725408	8.357955451	7.667311634	7.329526554	6.738615785
FDX1	8.376472723	8.400832484	8.560030888	8.567256417	8.590616989	8.53943026	8.461925488	8.387642567	8.64371552	8.550150348
FDX1L	7.400742843	7.135781098	7.632551782	6.968079229	7.559965904	7.267058191	8.11518414	7.272480493	7.207824541	7.128479006
FDX1P1	6.855466526	6.8190039	6.868316365	7.180137913	6.843318102	7.085275926	6.390896356	6.862488586	6.76918989	7.067961326
FDXACB1	5.888709159	6.015033629	6.066007364	5.980873023	6.053398109	6.209498205	6.335502907	5.816635543	5.854060497	6.00609377
FDXR	8.021096572	7.899834217	7.939661484	7.502593158	8.036058192	7.549222494	8.740765693	7.846487048	7.662604294	7.532963658
FECH	7.344118335	7.112939867	7.481508846	7.321846941	7.385689871	7.626986614	7.419555745	7.718621918	7.19131589	7.316390154
FEM1A	7.256180377	7.611430614	7.840551354	7.583865034	7.845138743	7.797551293	7.370120678	7.563890277	7.363731783	7.78177279
FEM1B	9.253365325	9.597953835	9.122838346	9.871440175	9.219805006	9.858667977	7.920198007	9.200192406	9.538526524	9.950219059
FEM1C	9.331895518	9.677730211	8.975610126	9.50125601	9.267933683	9.389312976	7.234941941	9.39916682	9.976979331	9.950474247
FEN1	7.884280435	7.788222397	8.111015658	7.709993613	7.961733286	7.60675312	8.402376842	7.878424953	7.683036706	7.728546394
FER	6.326557122	6.959943991	6.898039012	7.258594299	6.442590241	7.056930288	6.610248263	6.493106094	7.284967495	7.14404637
FER1L4	7.148383511	6.928002338	7.079416004	6.528977885	7.103242191	6.546235829	7.832054795	7.117209691	6.757834141	6.670538323
FER1L5	7.171977444	6.910716845	7.087891239	6.539016889	7.151134744	6.563231244	8.065787207	7.034269513	6.829871981	6.496831838
FER1L6	6.19473125	5.729702307	6.02989455	5.534531672	6.221351244	5.578603655	7.200133541	6.007090077	5.881630362	5.54812524
FER1L6-AS1	6.1672957	5.714369172	5.976276558	5.364379827	5.724852148	5.402422039	6.949126345	5.771584546	5.78356666	5.371468256
FER1L6-AS2	6.563193221	6.241479846	6.474374388	6.200111956	6.557413154	5.932987133	7.623888804	6.36618231	6.216844782	5.890439396
FERD3L	7.189429246	7.258452969	7.310285582	6.869118778	7.290719283	6.880991564	7.748025085	6.991215701	6.873554848	6.970784646
FERMT1	5.329712038	5.050327554	5.230153047	5.126254302	5.72235126	4.960803593	5.953844902	5.30174493	5.177594943	5.052150668
FERMT2	5.567149918	5.1315936	5.58203507	5.26734852	5.480924268	5.208056785	6.44041906	5.292395261	5.311677484	5.203639694
FERMT3	9.370942362	9.842229328	8.934802488	9.926930463	9.409564898	9.77674391	8.242107042	9.534917575	9.917021434	10.09262502
FES	7.493639329	8.02986143	7.308293519	8.158725806	7.673422154	7.864860896	7.747071809	7.647681469	7.457979996	8.138691618
FETUB	6.174304541	5.802935058	6.024827175	5.783440939	6.450167047	5.683426976	7.030203634	6.155546866	5.963011648	5.77658042
FEV	7.630157895	7.488065061	7.853733723	7.16174663	7.667778612	7.269612951	8.022456592	7.416569549	7.415843155	7.352246515
FEZ1	6.315318056	5.896821596	6.073927318	5.751525314	6.291791397	5.680169613	6.66860138	6.008939498	5.928000718	5.683188334
FEZ2	6.72338108	7.199829364	6.571549401	7.76880627	6.699607154	7.478292349	5.931323757	6.442432658	6.8824841	7.497101361
FEZF1	6.609152138	6.436241809	6.688781822	6.185069672	6.959225333	6.609020606	7.014544991	6.615096964	6.573263933	6.551436037
FEZF2	6.981795584	6.856998135	7.050305784	6.799644274	7.120258617	6.748581989	7.398547045	6.933490021	6.999909829	6.856948352
FFAR1	8.194614055	8.138307643	8.27059902	7.478073885	8.351840308	7.606072031	8.886571485	8.181788344	8.014611938	8.078396352
FFAR2	8.247058787	9.527085979	7.860503505	7.857657596	8.788290925	7.723517606	6.797311346	9.922123499	8.183392224	7.566990154
FFAR3	7.282601457	7.086151659	7.011818882	6.224172079	7.373681733	6.692609466	7.744926225	7.910616747	6.811356041	6.378377465
FFAR4	6.785799	6.593459848	6.59551112	6.218440211	6.81653571	6.134600871	7.495823055	6.481014715	6.467850054	6.424492171
FGA	5.881867698	5.445902131	5.736085282	5.716985409	5.899207056	5.26186926	7.068337611	5.781100005	5.860637584	5.350932112
FGB	6.939285356	6.531284758	6.486912231	6.523850466	6.981167667	6.402113309	8.077264366	6.617377834	6.550466683	6.22337621
FGD1	6.635726825	6.551136068	6.643759526	6.225523662	6.938026968	6.308597509	7.345405247	6.751570837	6.516656588	6.562985717
FGD2	7.769368437	8.174701024	7.288201659	9.336678379	7.583037624	8.738926552	7.58506018	7.573647187	7.582141982	8.5830301
FGD3	9.393257444	9.675715388	9.31148041	9.752899087	9.40956914	9.871598806	8.961177626	9.624406177	9.482967239	9.444379258
FGD4	6.381529108	7.144750001	5.907518031	7.108064394	6.478230859	6.730626371	6.322057932	6.802697296	7.257981771	7.165027565
FGD5	6.347026009	6.142268426	6.263610993	5.744422157	6.414352056	5.700744871	6.937214902	6.27628635	5.985759983	5.934332497
FGD6	6.486569581	6.470043844	5.950909274	7.355906042	6.47754134	7.136068312	6.653203362	6.409168574	6.600535892	7.358897306
FGF1	5.780184094	5.651866835	5.601907439	5.408569215	5.747666673	5.439510111	6.243868976	5.548680136	5.531372102	5.492542219
FGF10	5.765778711	5.434544832	5.835519901	5.467670755	5.69738185	5.492519788	6.9569627	5.591260525	5.865379435	5.395563268
FGF11	6.759129196	6.913954502	6.945198001	6.591167753	7.060523014	6.391130146	7.654972499	6.676055796	6.64784693	6.653303695
FGF12	6.022853808	5.928498241	6.222677068	5.942136775	6.390370188	5.931250467	7.247471854	6.057354956	6.146740745	6.020024306
FGF13	6.662931792	6.439312293	6.470655621	6.237355299	6.371818455	6.176711721	7.005310153	6.324699013	6.215674714	6.231868208
FGF14	5.460591866	5.294308284	5.402998385	5.286803542	5.494252386	5.238966421	5.914499945	5.342643631	5.334421682	5.17205541
FGF16	5.464671534	5.228433921	5.627738145	5.034118851	5.674048168	5.22495865	5.749990066	5.574522384	5.255576265	5.049212535
FGF17	7.425173933	7.382701833	7.371654691	6.847307955	7.507810494	6.925714648	8.156972948	7.150255021	7.159064009	7.257981771
FGF18	7.204375511	7.145860837	7.29743906	6.753163253	7.229520631	6.845063452	7.5644239	7.104147923	7.022134743	7.011271989
FGF19	6.702200396	6.402144014	6.762774013	6.083294225	6.767866632	6.345156829	7.054544628	6.597219778	6.337243675	6.413567005
FGF2	6.870685283	6.53008167	6.778300582	6.162248311	6.491088265	6.504874589	7.176831377	6.481943089	6.3675458	6.219679667
FGF20	7.744066887	7.466937028	7.631730013	7.231249986	7.857937465	7.176631945	8.297420718	7.594167821	7.559545347	7.253819127
FGF21	6.820983073	6.71937513	6.612171118	6.317336633	6.716140386	6.389074587	7.274503954	6.77026084	6.621750067	6.555981761
FGF22	8.0096327	7.916721452	8.126487665	7.448174136	8.166589927	7.552868871	8.390723567	7.810982857	7.71189407	7.716421658
FGF23	7.280798603	6.886025746	7.056009024	6.595537973	7.395277062	6.655852677	8.063260244	7.0781081	7.045006042	6.528311885
FGF3	7.121481714	7.211761779	7.202349151	6.740414919	7.322775429	6.468273763	7.403881215	7.016997664	6.802580986	6.675194919
FGF4	7.089341232	7.308042918	7.202405584	6.620828303	7.213709533	6.63872727	7.619626627	7.189096635	6.920789092	6.724295454
FGF5	6.60781557	6.312922878	6.516287833	6.382573883	6.69478271	6.290004097	7.313490755	6.514947549	6.470125212	6.154338143
FGF6	7.158781337	6.968182934	7.38730222	6.781346598	7.111292193	6.705231487	7.557800642	7.123635161	6.763783355	6.842400633
FGF7	7.009127121	5.981843837	6.78503223	6.819124724	7.197863151	5.969981382	8.965274645	6.710281665	6.973608183	5.715521635
FGF7P2	7.390770849	6.07204147	7.21556212	7.090705259	7.622827883	6.045925623	9.667475275	7.100557221	7.338923531	5.655011152
FGF8	7.276450138	7.037261407	7.286613204	6.634644087	7.240028052	6.855715679	7.340054815	7.007487061	7.040223956	7.126374086
FGF9	6.000919425	5.676422571	6.025053164	5.694810563	6.035293987	5.847638693	6.481558895	5.92721855	6.279252126	6.058658511
FGFBP1	7.224619151	6.956869798	6.986649848	6.636549221	7.152416682	6.407668858	8.055098019	7.189528084	6.987445937	6.49717962
FGFBP2	8.481746969	10.16621331	8.615346403	10.2760895	8.133507015	9.93843136	8.127994321	8.098747988	9.376937152	9.174913202
FGFBP3	7.168762362	7.12094285	7.537746451	6.891431339	7.060577053	7.064581109	7.621854076	7.441375579	7.29723728	7.280557365
FGFR1	7.587267468	7.547002465	7.536969839	7.073263266	7.634527928	6.992224599	8.047685608	7.556222469	7.576748864	7.129829077
FGFR1OP	7.021375442	6.97381044	6.848517974	7.27366854	6.996748613	7.258546292	7.415141048	6.819865731	6.9352471	6.973502482
FGFR1OP2	7.730517688	8.260924237	8.134739469	8.899480793	7.636573872	8.492522191	7.014210213	8.074564306	8.396168054	8.70592608
FGFR2	6.562599619	6.196978764	6.244778625	6.087278249	6.725632105	5.993318852	7.407811594	6.465265999	6.300736923	5.701318939
FGFR3	6.991895935	7.107279857	6.908116366	6.375029002	7.009380767	6.486468219	7.06210012	6.908716853	6.418684145	6.620687571
FGFR4	6.674206395	6.539504706	6.777327654	6.002817265	6.728900066	6.157870354	7.286613204	6.654564429	6.53637001	6.366948121
FGFRL1	8.438292852	8.535345371	8.681628467	8.08446295	8.543542282	8.279420221	8.720169	8.170180456	8.342728068	8.566468896
FGG	4.742679958	4.484325063	4.623831754	4.666273719	4.650305029	4.715360771	5.504127758	4.629927756	4.633669509	4.62928667
FGGY	6.424665161	6.158736912	6.411422856	6.403150107	6.66030972	6.437642228	7.043935007	6.414984524	6.188422685	6.080834579
FGL1	4.770622932	4.494537217	4.551448342	4.453866523	4.723088872	4.504499633	5.182958409	4.745565425	4.601072481	4.671950023
FGL2	9.909029008	11.1690105	7.768852575	12.45524244	9.487259222	11.6368421	6.850811922	10.2634218	10.81033063	11.01241503
FGR	10.20664811	10.58730873	9.309330826	10.85317698	9.831796505	10.70102916	8.635449687	10.17653471	10.49540536	10.66294425
FH	6.620479377	6.827018717	6.843129628	7.496741952	6.501364301	7.316299636	6.735048241	6.698329621	6.717662716	7.228674414
FHAD1	6.179395598	6.063524514	6.040699591	5.777974593	6.359440347	5.815091205	6.758369809	6.087814986	5.853893378	5.835527481
FHDC1	6.397830337	6.084819015	6.136021131	5.903240773	6.27388323	5.870414042	7.10371793	6.200331712	6.122527779	5.82463549
FHIT	6.604866011	6.674799591	6.879387201	6.878909222	6.802916968	7.139878735	6.481597642	7.150021409	6.551316057	7.414549944
FHL1	6.650979914	7.195564144	6.65017576	6.83404118	6.950748341	6.905338864	6.359435076	6.848334999	6.534746421	7.120548937
FHL2	7.41629086	7.129499405	7.331149841	7.089137941	7.479254817	6.925394214	8.414955782	7.543542282	7.448446735	7.130776464
FHL3	8.083830318	8.016529748	7.663437133	7.529321225	7.883278673	7.773989734	7.332904814	8.425585186	8.09085343	8.494879579
FHL5	5.342835606	4.853092433	5.00648654	4.885901325	5.203714076	4.748568572	6.195107392	5.08991334	4.991948073	4.863309116
FHOD1	6.986399557	7.514209072	7.120082322	7.355113197	7.05130684	7.482993449	6.914719978	7.150021409	7.251188871	7.50422312
FHOD3	6.429677888	6.033222552	6.088366364	5.814129961	6.370962844	5.760777155	6.859957128	6.16539746	6.249979995	5.90216284
FIBCD1	7.783770933	7.816458911	7.77549835	7.046229109	7.983529496	6.988900507	8.339440291	7.676486042	7.252258582	7.354698983
FIBIN	5.695935369	5.108035112	5.667565751	5.214552265	5.508742386	5.213771084	6.063587068	5.389281135	5.225548726	5.295925017
FIBP	8.376477064	8.415543199	8.184567932	8.371009907	8.286252788	8.729318239	8.088570957	8.566404201	8.122677895	8.817904607
FICD	6.92273305	6.864396651	7.227144193	6.966476612	6.988048397	7.148893442	7.051611371	6.972784542	6.95115647	6.933643449
FIG4	6.048608933	7.55425116	5.989981393	8.348046475	5.7052702	8.011635402	6.181525992	6.223273871	6.546607435	7.583834955
FIGF	5.049879036	5.10716057	5.168020189	5.098609046	5.494325999	4.94927812	5.716785172	5.24092868	4.996343549	5.103841697
FIGLA	6.461670975	6.400502067	6.525500451	6.216082308	6.424351076	6.253372889	6.669452026	6.470932137	6.304357711	6.258528347
FIGN	5.766075656	5.548763352	5.895079607	5.477606098	5.925128318	5.417049107	6.372008328	5.668292188	5.621131716	5.488453953
FIGNL1	5.853823531	6.162121396	6.237783578	6.166592939	6.087630439	6.303039122	6.599517162	5.992095409	6.156784908	6.143942325
FIGNL2	6.712540757	6.873813198	7.249179836	6.138282041	6.784176774	6.16124679	7.360820753	6.902724816	6.676718744	6.225078227
FILIP1	5.478900639	5.174745958	5.600694958	5.145359538	5.432839178	4.917980658	6.780152591	5.252385381	5.54585411	5.078917194
FILIP1L	6.161010918	6.194463362	6.310345574	6.006764782	6.262771391	5.986265293	6.769811402	5.912333702	6.178170839	6.266713467
FIP1L1	9.63287527	9.907523139	9.528057486	9.933296737	9.54399072	10.05133131	7.636131555	9.62255704	9.551277599	10.2462418
FIS1	8.000169056	8.256666315	8.529879496	8.136555419	8.106170317	8.45023387	7.741311922	8.108764886	8.064397878	8.432349807
FITM1	7.342252493	7.336095897	7.367274953	6.93619034	7.377253919	6.882765306	7.874692472	7.544516297	7.214115089	6.979602395
FITM2	7.454159439	6.946543728	7.349312195	7.00913439	7.583684549	7.32950037	8.181808217	7.361715731	7.00557964	6.912697762
FIZ1	7.2908667	7.375413093	7.246607603	7.009918171	7.135073078	7.256991754	7.740563334	7.187797433	7.246341576	7.305231844
FJX1	6.786857696	6.512683583	6.857470987	6.315223847	6.72455478	6.484113957	7.514650941	6.756342821	6.689452928	6.455292694
FKBP10	7.092640875	7.157336829	6.920698227	6.477840819	7.159962133	6.668658105	7.742592389	6.919995487	6.804208479	6.715838472
FKBP11	8.465545999	8.244858525	8.457339835	8.214722242	8.063400475	8.652762531	7.867204595	8.056762337	8.306061689	8.092260303
FKBP14	5.181384859	5.312102419	5.387982833	5.767736888	5.292844314	5.788706589	5.621893627	5.360694359	5.407373147	5.817748593
FKBP15	7.845947877	8.476057596	7.388869731	9.363306893	7.608543147	8.982417522	6.988366577	8.024236557	8.625643099	8.907248219
FKBP1A	8.713524671	8.994636821	8.153787099	9.387602906	8.588769654	9.205228305	7.016497263	8.910368262	8.697906796	9.252807925
FKBP1B	7.661592851	7.810282424	7.697516689	7.328764672	7.865807491	7.307036831	8.326559818	7.811297619	7.509988721	7.43970624
FKBP2	7.775926273	7.707455769	7.873942356	7.672715266	7.81971927	7.610257124	8.239531703	7.720579451	7.652371763	7.69304781
FKBP3	6.321147025	6.684987005	6.547405099	7.001351893	6.44660528	7.104451987	6.448742405	6.551369895	6.766873392	6.625770202
FKBP4	7.932722633	8.173557219	8.248169524	8.946011438	7.914241603	8.536787275	8.048339736	8.186886772	8.099111068	8.154726989
FKBP5	8.78429785	8.243459637	8.40659194	8.959581809	8.273259442	8.960778113	7.535376478	8.398983053	8.827593586	8.541843912
FKBP6	6.179831481	5.981937112	6.135986257	5.372203401	6.09005524	5.624726746	6.512997972	5.870258671	5.837711181	5.714088874
FKBP7	6.256520079	6.096207026	6.154076829	6.044293564	6.198350741	6.088427851	6.686640588	6.081865798	6.073533208	5.936543719
FKBP8	9.073900547	9.86991612	8.98916172	9.522406946	9.221077134	9.492293852	9.064117596	9.293538322	9.305423389	9.723608047
FKBP9	5.173671141	5.093978423	5.128479006	5.109874522	5.397922725	5.221235225	5.438362722	5.085862259	4.967970907	5.154826208
FKBP9P1	6.675971142	6.593323889	6.894999604	6.574782721	6.638790661	6.476128902	7.86090074	6.657454226	6.47031885	6.465496207
FKBPL	6.9795681	6.580909754	6.993663041	6.39092902	7.160052923	6.594043876	7.436553316	6.979693845	6.49559284	6.354136519
FKRP	7.491291939	7.249597036	7.670422567	7.386112532	7.609548139	7.342865822	7.881040524	7.481936633	7.386897147	7.295530187
FKTN	6.458055484	6.427210584	6.641972243	7.168200752	6.422819985	7.344082817	6.776827787	6.42832667	6.415008194	6.835759893
FLAD1	7.257840382	7.339083924	7.581509429	7.386741982	7.308366336	7.478737267	7.473908646	7.304967288	7.202163014	6.991567195
FLCN	7.628153873	7.602142091	7.375091576	7.460316637	7.452916605	7.44545359	7.899260236	7.48675459	7.779811265	7.607870299
FLG	6.851261815	6.53736441	6.738565197	6.326100461	7.019056916	6.050719348	7.958784688	6.812023239	6.441294233	6.171979378
FLG2	6.807522368	6.255521505	6.644591777	6.160895993	6.678043727	6.038796108	7.654922391	6.407629774	6.391059669	6.138816516
FLI1	8.393883786	9.968580402	7.866963598	9.999802743	8.31162118	10.18354854	7.174536252	8.792285995	8.646022212	9.915647872
FLII	8.413209021	8.997281115	8.407641669	9.436626185	8.226325484	9.456925219	7.190170369	8.609633088	8.641202799	9.282601969
